articleLink,imageLink,color
http://opticxllyaroused.com/2018/10/11/virgin-galactic-is-weeks-away-from-reaching-space-ceo.html,https://cdni.rt.com/files/2018.10/article/5bbc62fadda4c856458b4611.jpg,Grey
http://opticxllyaroused.com/2018/10/11/virgin-galactic-is-weeks-away-from-reaching-space-ceo.html,https://cdni.rt.com/files/2018.10/article/5bbc62fadda4c856458b4611.jpg,White
https://www.theverge.com/2018/10/11/17963872/nasa-international-space-station-soyuz-launch-failure,https://cdn.vox-cdn.com/thumbor/Q67gY8F63PiW-1TdmrvrmtxQFQg=/0x64:900x535/fit-in/1200x630/cdn.vox-cdn.com/assets/2109931/429387main_s130e012141_hi.jpeg,Black
https://www.theverge.com/2018/10/11/17963872/nasa-international-space-station-soyuz-launch-failure,https://cdn.vox-cdn.com/thumbor/Q67gY8F63PiW-1TdmrvrmtxQFQg=/0x64:900x535/fit-in/1200x630/cdn.vox-cdn.com/assets/2109931/429387main_s130e012141_hi.jpeg,White
https://www.msn.com/en-us/news/technology/our-toehold-in-space-is-at-extreme-risk-russias-rocket-failure-leaves-nasa-astronauts-with-no-way-to-get-into-orbit/ar-BBOfuiB,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/BBOfuim.img?h=600&w=799&m=6&q=60&o=f&l=f,Grey
https://www.aol.com/video/playlist/PL5616/5bbf681e7dde4b1951ad7903/,https://o.aolcdn.com/images/dims?thumbnail=600%2C338&image_uri=http%3A%2F%2Fimg.vidible.tv%2Fprod%2F2018-10%2F11%2F5bbf681e7dde4b1951ad7903%2F5bbf681dfd04b21fee324bc8_o_F_v0.jpg&client=amp-blogside-v2&signature=a5caf8e918ef47c90816ca97648639b16c0282a8,Pink
https://ktla.com/2018/10/11/u-s-russian-astronauts-survive-emergency-landing-after-rocket-failure/,https://tribktla.files.wordpress.com/2018/10/gettyimages-1051875140.jpg?quality=85&strip=all&w=1200,Black
https://ktla.com/2018/10/11/u-s-russian-astronauts-survive-emergency-landing-after-rocket-failure/,https://tribktla.files.wordpress.com/2018/10/gettyimages-1051875140.jpg?quality=85&strip=all&w=1200,Grey
https://en.annahar.com/article/877839-nasa-exploring-flying-space-station-without-crew,https://static2.annahar.com/storage/attachments/878/351013-01-08_317358_large.jpg,Grey
https://en.annahar.com/article/877839-nasa-exploring-flying-space-station-without-crew,https://static2.annahar.com/storage/attachments/878/351013-01-08_317358_large.jpg,White
https://en.annahar.com/article/877839-nasa-exploring-flying-space-station-without-crew,https://static2.annahar.com/storage/attachments/878/351013-01-08_317358_large.jpg,Black
https://www.washingtonpost.com/lifestyle/kidspost/failed-rocket-causes-emergency-landing-for-astronaut-cosmonaut/2018/10/11/e9c43a90-cd74-11e8-a360-85875bac0b1f_story.html,https://www.washingtonpost.com/resizer/QXxeTi5ccwThLqP57HjI4THoeeg=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/VJXWXPGNN4I6RI3AQWDVXLALD4.jpg,Blue
https://www.washingtonpost.com/lifestyle/kidspost/failed-rocket-causes-emergency-landing-for-astronaut-cosmonaut/2018/10/11/e9c43a90-cd74-11e8-a360-85875bac0b1f_story.html,https://www.washingtonpost.com/resizer/QXxeTi5ccwThLqP57HjI4THoeeg=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/VJXWXPGNN4I6RI3AQWDVXLALD4.jpg,Grey
https://finance.yahoo.com/news/blue-origin-resets-schedule-first-175427572.html,https://s.yimg.com/uu/api/res/1.2/rTPHD_UkMgTWoJ6zxhgZlg--~B/aD0xMDAyO3c9MTI2MDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/geekwire_312/d0c7d5d8c585d9b2490c5500eaad8d87,White
https://finance.yahoo.com/news/blue-origin-resets-schedule-first-175427572.html,https://s.yimg.com/uu/api/res/1.2/rTPHD_UkMgTWoJ6zxhgZlg--~B/aD0xMDAyO3c9MTI2MDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/geekwire_312/d0c7d5d8c585d9b2490c5500eaad8d87,Grey
https://www.aol.com/video/playlist/PL5616/5bbf3e9d367f6d14594b2c53/,https://o.aolcdn.com/images/dims?thumbnail=300%2C169&image_uri=http%3A%2F%2Fimg.vidible.tv%2Fprod%2F2018-10%2F09%2F5bbd19eaa6b48b74184717c0%2F5bbd19eafd04b21fee3242c9_o_F_v0.jpg&client=amp-blogside-v2&signature=6d90f5dc252f99eecc365240e179a2bef551a981,White
https://www.aol.com/video/playlist/PL5616/5bbf3e9d367f6d14594b2c53/,https://o.aolcdn.com/images/dims?thumbnail=300%2C169&image_uri=http%3A%2F%2Fimg.vidible.tv%2Fprod%2F2018-10%2F09%2F5bbd19eaa6b48b74184717c0%2F5bbd19eafd04b21fee3242c9_o_F_v0.jpg&client=amp-blogside-v2&signature=6d90f5dc252f99eecc365240e179a2bef551a981,Grey
http://www.time.com/5421558/us-russian-astronauts-space-station/,https://timedotcom.files.wordpress.com/2018/10/ap18284246812487.jpg?quality=85,White
http://www.time.com/5421558/us-russian-astronauts-space-station/,https://timedotcom.files.wordpress.com/2018/10/ap18284246812487.jpg?quality=85,Black
